Call_ID,Raw Transcripts,Preprocessed Transcripts
So I have a dumb policy. Uh it's been 25 years. It's got expired and I have paid the entire amount. I still get notification, saying that you know you're not.
Paid the
Amount and everything.
Oh, sorry man for inconvenience.
Can you please tell me your?
Policy number and name so that we can check out and tell tell you-know-what happening now.
Right so my policy number is G-150, one five eight.
OK uh I will check it out right away uh Please wait a second.
So thanks for waiting ma'am, uh if you have paid the entire amount.
May it's not reflected in our monitoring monitoring system. We will check that and let you know sorry for the inconvenience will check it one more time.
I'm sorry for that um.
OK, how are you guys so negligent on this? I mean don't you have a proper process?
Uh sorry, ma'am, it will happens one uh sometimes it's not my problem. It's not my uh issue. Uh please sorry once again that.
All right uh so now, what do I do?
Please.
Wait, for a one day we will check it out and we'll uh reflected in in your notification also.
OK fine what else can be done.
Thank you, ma'am, uh can you have any queries other dances?
No, I don't think so.
OK, thank you. Thank you for calling his GF see mom have a great day.
Thank you.","['hello', 'good', 'help', 'height', 'dumb', 'policy', 'year', 'expire', 'entire', 'notification', 'know', 'sorry', 'inconvenience', 'policy_number', 'check', 'know', 'happen', 'right', 'policy_number', 'check', 'right', 'away', 'wait', 'second', 'wait', 'entire', 'reflect', 'monitoring', 'monitoring', 'check', 'know', 'sorry', 'inconvenience', 'check', 'time', 'sorry', 'negligent', 'mean', 'proper', 'process', 'sorry', 'happen', 'problem', 'issue', 'sorry', 'right', 'wait', 'check', 'reflect', 'notification', 'fine', 'query', 'dance', 'think', 'great']"

810433745,"Hello mom, this is Alexa how may help you a high Alexa Uh this is.
Sky.
I wanted to know that uh for this online term plan related queries who exactly do I have to contact men. There are so much of possibilities. We have in case?
Of any queries related to the online term plan or a farm feeling. Please call our toll free number 1-800-266-9777 or contact us.
Buy online advert HDFC life starting.
For submitting.
Documents or any other queries after premium payment, you can write us online query. Edward HDFC dot in our college and toll free number 18002660315. First policy insurance you can reach other customer service desk on one 860-267-9999.
Or right as a?
Male had service at redhdfclife.com.
Oh, Oh, I'm sorry I didn't catch the.
Full free number could you just please repeat and also.
The uh.
What exactly do I have to can I just write my?
Query to the email ID and just send it. Yeah, sure mom. You can write uh. I will tell you one more time the toll free number is 1-800-266-9777.
Or you can write a?
Mail at service edit HDFC Life Dot.
Com, What is the difference between both these nails and you can write a uh uh we have a?
Number of times one is for A.
Unique.
One is like uh if you want to uh try for a customer service desk. You can have a separate emails.
Oh, Alright Alright.
So services for the service.","['hello', 'help', 'high', 'want', 'know', 'online_term', 'plan', 'relate', 'query', 'exactly', 'contact', 'possibility', 'case', 'query', 'relate', 'online_term', 'plan', 'farm', 'feeling', 'toll_free', 'number', 'contact', 'online', 'advert', 'start', 'submitting', 'document', 'query', 'premium', 'payment', 'write', 'online', 'query', 'edward', 'college', 'toll_free', 'number', 'policy', 'insurance', 'reach', 'customer_service', 'desk', 'right', 'male', 'service', 'redhdfclife', 'sorry', 'catch', 'free_number', 'repeat', 'exactly', 'write', 'query', 'email', 'send', 'write', 'time', 'toll_free', 'number', 'write', 'mail', 'service', 'edit', 'difference', 'nail', 'write', 'number', 'time', 'unique', 'want', 'customer_service', 'desk', 'separate', 'email', 'alright', 'alright', 'service', 'service']"

826213333,"Hi I had a my my name is Ron I had paid my premium on time. But why do I still get SMS uh that my payment is pending?
Same for verification purposes. May I know your name and policy number.
And my policy number is F212.
Shots at uh give me a moment please.
So I can see my system that the premium of the month of January is not being paid.
How is that possible I have painted yesterday myself?
What time does the payment made?
Maybe at around 12:30 AM.
Not an issue so it usually takes 12 hours for the payment to get updated on our systems. Uh you could ignore the message received today.
You're sure right, I don't want to keep calling again, and again for this purpose.
Yes, I'm definitely sure.
And uh this would be this would get done within 12 hours as as you said.
Yes, I'm definitely sure it would be done with 12 hours and you do not have to worry. Maybe after 12 hours if you could take a look on our website login with your credentials and you could see that the payment would be reflected uh like mentioned.
OK, thank you.
Thank you for calling HDFC.","['premium', 'time', 'payment', 'pende', 'purpose', 'know', 'policy_number', 'policy_number', 'shot', 'moment', 'premium', 'month', 'january', 'possible', 'paint', 'yesterday', 'time', 'payment', 'maybe', 'issue', 'usually', 'hour', 'payment', 'update', 'ignore', 'message', 'receive', 'today', 'right', 'want', 'purpose', 'definitely_sure', 'hour', 'definitely_sure', 'hour', 'worry', 'maybe', 'hour', 'look', 'website', 'login', 'credential', 'payment', 'reflect', 'mention']"

839716088,"Good afternoon welcome to HDFC life. This is Sky how may I help you.
Hi this is Alex Uh, I'd fill the form uh for the young stars super premium plans to invest.
How do I get the policy activated?
I'm sorry, Sir I didn't quite get your question could you please repeat.
So I mean that I had filled the form for your young star.
Super.
Premium plan.
I just wanted to know How do I get that policy activated?
So actually you need to go online and you need to uh activate the same through all through our website. I think this is already being done for you, because this is the first step that we do usually.
No this is not being done. I don't want to raise any complaints can you just ensure that this uh?
Young star Super Premium Plan is initiated.
So for that you will have to follow the same procedure. You had done to initiate your other plans that I see you are having.
Done.
I'm having to do this twice.
And I'm wasting my time and effort with no results this is ridiculous.
I apologize for the inconvenience.
It's OK to drop it. I don't want to take the investment. I look into this matter later even drop my.","['good', 'welcome', 'life', 'help', 'form', 'young_star', 'super_premium', 'plan', 'invest', 'policy_activate', 'sorry', 'question', 'repeat', 'mean', 'form', 'young_star', 'super_premium', 'plan', 'want', 'know', 'policy_activate', 'actually', 'need', 'online', 'need', 'activate', 'website', 'think', 'step', 'usually', 'want', 'raise', 'complaint', 'ensure', 'young_star', 'super_premium', 'plan', 'initiate', 'follow', 'procedure', 'initiate', 'plan', 'twice', 'waste', 'time', 'effort', 'result', 'ridiculous', 'apologize', 'inconvenience', 'drop', 'want', 'investment', 'look', 'matter', 'later', 'drop']"

857021859,"Good morning, welcome to HDFC life.
This is Alex how may I help you today.
Hi I wanna know How do I check my fund value of my policy for the child insurance?
For verification purposes. May I know your full name and policy number.
Yeah, my name is Adam and my policy number is 8234 K.
So you can check with the fund value of your policy on the policy summary section of my account.
I've not registered for online is there any other way.
You may also register for the SMS on the move facility.
Why you guys are so many registration processes?
ICICI insurance does not have so many registering procedures can you tell me an easy way out?
Sir this is the one time registration process you do not have to do anything post that.
Final.
Do that.
You can register for this service by typing Reg and send it to 567627 along with your policy number.
All right.
Is there anything else I can help you with?
No, that's it.
Thank you.
Thank you Sir.","['good', 'welcome', 'life', 'help', 'today', 'wanna', 'know', 'check', 'fund_value', 'policy', 'child', 'insurance', 'purpose', 'know', 'policy_number', 'adam', 'policy_number', 'check', 'fund_value', 'policy', 'policy', 'summary', 'section', 'account', 'register', 'online', 'register', 'facility', 'registration_process', 'icici', 'insurance', 'registering', 'procedure', 'easy', 'time', 'registration_process', 'post', 'final', 'register', 'service', 'type', 'send', 'policy_number', 'right', 'help']"

883920306,"Good morning. Welcome to HDFC Life insurance how may I help?
You good morning. I would like to know the eligibility criteria for easy health plan can you suggest me?
So the the minimum entry age for the easy health plan is of 18 years and the maximum entry age is of 65 years and the minimum maturity age is 23 while the minimum maximum maturity is 70 years. The policy term is for 5 years.
Remind me to pay and how much some assured I get.
Uh you, you have to pay a minimum of ₹2184 of premium for which you will get a maximum benefit of Poleax.
OK, Oh? What is the claim processor if I liked it? How to uh? What is the procedure for claiming?
You just need to go to the website and uh uh submit the relevant documents. Maman the claim will be processed.
OK, thank you so much.
Is there anything else anything else? I can help you with?
Nothing I guess if I have any questions, I will call you again.
Have a nice day.","['welcome', 'life', 'insurance', 'help', 'know', 'eligibility', 'criterion', 'easy_health', 'plan', 'suggest', 'minimum', 'entry_age', 'easy_health', 'plan', 'year', 'maximum', 'entry_age', 'year', 'minimum', 'maturity', 'minimum', 'maximum', 'maturity', 'year', 'policy', 'term', 'year', 'remind', 'assure', 'minimum', 'premium', 'maximum', 'benefit', 'poleax', 'claim', 'processor', 'procedure', 'claim', 'need', 'website', 'submit', 'relevant', 'document', 'maman', 'claim', 'process', 'help', 'guess', 'question', 'nice']"

902262381,"Good afternoon, HDFC Life customer care. This is Alex how may I help you today.
Hi Alex Uh, I wanted to know what is the majority of the pension plus plan?
Pokémon uh so I'll give you all the details about this plan is that fine.
Yeah, sure, but can you just be a little quick?
Yeah, sure.
So many other
Plans majority is.
Minimum if you like if you start from 35 it goes to 65 years.
If you start from 55 it goes to 75 and from 10. It goes to 20 years.
OK, this is the majority is it? Yeah.
Uh.
This plan also offers.
You.
Flexible premium payments and frequencies along with tax benefits and zero allocation charges.
What is 0 allocation charge?
OK, I'm so in 0 allocation, charges initially when you sign up for this.
Uh.
HDFC will provide you an offer where we will discount a certain amount of your premium.
Oh, that's wonderful alright.
Anything else, I can help you with math.
Oh, I think that's it.
OK, thank you so much thank you.","['good', 'life', 'customer', 'care', 'help', 'today', 'want', 'know', 'majority', 'pension', 'plus', 'plan', 'pokémon', 'plan', 'fine', 'little', 'quick', 'plan', 'majority', 'minimum', 'start', 'year', 'start', 'year', 'majority', 'plan', 'offer', 'flexible', 'premium', 'payment', 'frequency', 'benefit', 'zero', 'allocation_charge', 'allocation_charge', 'allocation_charge', 'initially', 'sign', 'provide', 'offer', 'discount', 'certain', 'premium', 'wonderful', 'alright', 'help', 'math', 'think']"

925804252,"Good afternoon, HDFC Life customer care. This is Alex how may I help you today.
Through the plants the retirement plans you offer I was interested in knowing about the pension retirement plan.
Pokémon so please may I have your name and mobile number.
My name is Alex.
And my mobile number is 123456789.
OK mom so.
You wanted to know about the HDFC Life Retirement Plan right mentioned retirement plan.
Yes, I did.
OK, so in the pension retirement plan. Uh we offer you zero allocation charges. Um flexible premium payments and frequencies tax benefits you have options to choose from annual happy early quarterly monthly premium payments.
Uh along with vesting benefits that benefit.
And multiple other benefits.
You guys do not have flexible payments. I mean apart from the monthly quarterly. I see I see. I provides a premium payments as in when I want.
Yes, ma'am, we also offer that that's that's what we mean by flexible premium payments. But we have options for annual half yearly quarterly and monthly that is our fixed a quota, but you can also.","['good', 'customer', 'care', 'help', 'today', 'plant', 'retirement_plan', 'offer', 'interested', 'know', 'pension_retirement', 'plan', 'pokémon', 'mobile_number', 'mobile_number', 'want', 'know', 'retirement_plan', 'right', 'mention', 'retirement_plan', 'pension_retirement', 'plan', 'offer', 'zero', 'allocation', 'charge', 'flexible_premium', 'payment', 'frequencie', 'benefit', 'option', 'choose', 'annual', 'happy', 'early', 'quarterly', 'monthly', 'premium_payment', 'vest', 'benefit', 'benefit', 'multiple', 'benefit', 'flexible', 'payment', 'mean', 'apart', 'monthly', 'quarterly', 'provide', 'premium_payment', 'want', 'offer', 'mean', 'flexible_premium', 'payment', 'option', 'annual', 'half', 'yearly', 'quarterly', 'monthly', 'quota']"

933609212,"Good afternoon this is Alex uh? How may I help you today.
Good afternoon, uh actually I have a HDFC life pension Superbowl, plus plan. But I have a completed my term, but I didn't receive any amount bildet actually it would be a refunded in a 10 working days, but it should be have in one month I didn't getting any amount.
OK, mom, so can I have your a policy number and name for that.
It's 4567 and my name is Alexa.
OK, just let me look.
OK, so I can see you're a policy tan ended one month ago.
I need to say that your check has been dispatched.
Also.
Probably would be like.
This.
I can't help you with that because, like here on my screen. It is showing that your check has been displayed. You need to get in touch with your agent for this.
Morning, who might need to contact.
OK, Mommy if he's not responding you need to put a Mail to hdfclife.com.
Uh an maybe somebody will resolve your problem.
OK, thank you then.
OK Mom is there anything you need.
OK man thank you.","['help', 'today', 'actually', 'life', 'pension', 'superbowl', 'plus', 'plan', 'complete', 'term', 'receive', 'bildet', 'actually', 'refund', 'work', 'month', 'policy', 'number', 'look', 'policy', 'month', 'need', 'check', 'dispatch', 'probably', 'help', 'screen', 'check', 'display', 'need', 'touch', 'agent', 'need', 'contact', 'mommy', 'respond', 'need', 'mail', 'hdfclife', 'maybe', 'somebody', 'resolve', 'problem', 'need']"

946151767,"Good morning, HDFC life my name is Kai how may I help you.
I had paid my premium on time, but why do I still get SMS stating that the payment is pending.
Uh OK mom, I just checked.
It out uh for verification purposes.
May I please know your full name and policy number my name is Angel and my policy number is 45680.
Show mom just can you give me a moment please? Yeah, sure?
Uh as I can see on my system. Uh only the premium of the month of January has not been paid, but the others have been paid, hence you would be receiving an SMS with that.
Oh.
Is it possible to have paid it yesterday itself?
Uh may I kindly know Watt was the time you made the payment.
1:30.
AM or PM.
Oh alright.
Not an issue, ma'am, uh it actually takes 12 hours for the payment to get.
Updated on the system.
So you could ignore the message you received today.
Short on it, I do not want to keep calling again, and again for this purpose. Why not not having this much of thing you should we have a very perfect and.
Really genuinely but still, we are getting SMS is.
Sure, ma'am, I understand so don't worry you would receive a confirmation message regarding the payment uh in 12.
Hours of the uh once it is done, OK, you guys are would be very uh good actually OK time OK. It's OK. Thank you.
Is there anything else I can help you with?
No, that's fine, it's OK that's it.
OK, thank you for calling HDFC have?
A pleasant day.","['good', 'life', 'help', 'premium', 'time', 'state', 'payment', 'pende', 'check', 'purpose', 'know', 'policy_number', 'angel', 'policy_number', 'moment', 'premium', 'month', 'january', 'receive', 'possible', 'yesterday', 'kindly', 'know', 'watt', 'time', 'payment', 'alright', 'issue', 'actually', 'hour', 'payment', 'update', 'ignore', 'message', 'receive', 'today', 'short', 'want', 'purpose', 'thing', 'perfect', 'genuinely', 'understand', 'worry', 'receive', 'confirmation', 'message', 'regard', 'payment', 'hour', 'good', 'actually', 'time', 'ok_thank', 'help', 'fine', 'ok_thank', 'pleasant']"

946488069,"Good afternoon, HDFC Life customer care. This is Alex how may I help you today.
Hi Alex I would like to take unit linked to plan can you briefly explain me about that plan.
Okey Mann, please may I have your name and mobile number before that.
My name is Angel on my mobile number is 71234567.
Pokémon uh so you want to know about a pension plans right. Yes, specifically know about the unique link plan.
No, I would like to go for a unit link plan only.
OK mom, so I will tell you about this plan.
Uh the premium amount for this plan is 24,000 annually.
The entry ages.
18 years.
Vesting period is 45 years.
And this is the minimum maximum entry age is 65 years maximum westing is 75.
The policy term is a minimum of 10 years, plus in this pan you will have vesting benefits death benefits.
Anne on maturity, you will get one third of the fund value.
Commuted.
As well as 2 third of the remaining can be withdrawn as your pension.
Yeah, that is, it now.
OK, thank you. What is the premium I need to pay for this.
24,000. If you
Pay yearly.
Uh and uh there is no limit on the maximum amount minimum is 24,000.
And you can pay it yearly.
Quarterly happy early as per your liking.
OK, thank you Alex.
Is there anything else that you want to know about this plan mom?
I think no.
Would you like to sign up for this plan?
Know I'll think of that.
OK Mom is there anything else that I can help you with.","['good', 'life', 'customer', 'care', 'help', 'today', 'unit_link', 'plan', 'briefly', 'explain', 'plan', 'okey', 'mann', 'mobile_number', 'angel', 'mobile_number', 'pokémon', 'want', 'know', 'pension', 'plan', 'right', 'specifically', 'know', 'unique', 'link_plan', 'unit_link', 'plan', 'plan', 'premium', 'plan', 'annually', 'entry_age', 'year', 'vest', 'period', 'year', 'minimum', 'maximum', 'entry_age', 'year', 'maximum', 'westing', 'policy', 'term', 'minimum', 'year', 'plus', 'vest', 'benefit', 'death', 'benefit', 'anne', 'maturity', 'fund', 'value', 'commute', 'remain', 'withdraw', 'pension', 'ok_thank', 'premium', 'need', 'pay_yearly', 'limit', 'maximum', 'minimum', 'pay_yearly', 'quarterly', 'happy', 'early', 'liking', 'ok_thank', 'want', 'know', 'plan', 'think', 'sign', 'plan', 'know', 'think', 'help']"

953480891,"Good morning, HDFC life my name is Alex how may I help you.
Hey, I pay my premium or time? Why do I still?
Get SMS stating that the payment is pending.
Sure, so.
I shall help you with the same for verification purposes. May I know your name and policy number.
My name is David policy number is 82 K 739.
Shorter.
Kindly give me a moment, please OK.
As I can see on my system only the premium of the month of January has not been paid.
How is that possible I paid it yesterday itself?
So.
May I kindly know what time was the payment made?
Around 12:30.
Not an issue so.
It takes 12 hours for the payment to get updated on the system kindly ignore the message.
Are you sure about that?
Yes.
OK.
Is there anything else I can help you with?
Now that's it.
Thank you for calling is DFC life.
Have a pleasant day.","['good', 'life', 'help', 'premium', 'time', 'state', 'payment', 'pende', 'shall', 'help', 'purpose', 'know', 'policy_number', 'david', 'policy_number', 'short', 'kindly', 'moment', 'premium', 'month', 'january', 'possible', 'yesterday', 'kindly', 'know', 'time', 'payment', 'issue', 'hour', 'payment', 'update', 'kindly', 'ignore', 'message', 'help', 'life', 'pleasant']"

989332127,"Good afternoon, HDFC Life customer care. This is Alex how may I help you today.
Hi Alex I wanted to take a retirement plan could you uh? Could you suggest me? How can i get that policy?
Yeah, sure man, so please may have your name and mobile number before.
That my name is Alexa on my mobile number is 6132456.
Pokémon so you want.
DHDFC life.
Land rights.
Retirement.
Yes, ma'am, the retirement plan so uh you can get this plan, either by registering online on our website, h.d.fclife@therate123.com, or you can email us at query at the rate is DFC live.com or I can have one of our agents get in touch with you.
OK, like I'll do it in online.
OK, I'm so in online. You just need to go to our website Register. Yourselves have your other card pan number ready with you +2 photographs and upload.
It.
Documentation.
Is there anything else I can help you?
With.
Thank you very much for calling HDFC life have a great day.
Hello.
I said.
Your frequency is not coming through here.","['good', 'customer', 'care', 'help', 'today', 'want', 'retirement_plan', 'suggest', 'policy', 'mobile_number', 'mobile_number', 'pokémon', 'want', 'dhdfc', 'life', 'land', 'right', 'retirement', 'retirement_plan', 'plan', 'register', 'online', 'website', 'fclife', 'therate', 'email', 'query', 'rate', 'live', 'agent', 'touch', 'online', 'online', 'need', 'website', 'register', 'card', 'number', 'ready', 'photograph', 'upload', 'documentation', 'help', 'great', 'hello', 'frequency', 'come']"

1070792302,"Oh hello Sir, I'm Angel how may help you.
Hello ma'am,
Uh.
Uhm I want to know about the premium and benefit for the term insurance policies.
Oh, thank you for reaching out Sir uh we have a A2 types of policies.
That is a 20.
5 year premium.
We have a 2 types of term insurance policies basically one is a 25 years 7 and one and another one is a 64 years one.
Difference between these 2.
Uh yes uh.
25 years premium is.
Bit higher than the 60 years premium and benefit is similar you will get up to 1,00,00,000.
What I've contacted I see I see I and their policy premium is very less than yours and even their benefits is much better than you.
Uh sorry Sir, it will be various between the companies but our service could be very genuine and perfect. Uh it will be depends on the terms and conditions what the companies and the policies they have maintaining.
Everybody will say like that only if you give some discount on the premium I might take your policy.
OK Sir I will I will check out with that.
Can you contact?
Or any Asians or uh someone in the in RHDFC.
No, I have not contacted any agent yet. But if you want. But if you can arrange a callback for me.
Yes, sure that's what I wanted to. I would like to take a tell you uh I will process your call and your thing uh.
Would you really like to take the?
Policy.
Yeah, only it's your you are willing to offer me some discount on the premium.
Yes.","['hello', 'angel', 'help', 'hello', 'want', 'know', 'premium', 'benefit', 'term_insurance', 'policy', 'reach', 'type', 'policy', 'year_premium', 'type', 'term_insurance', 'policy', 'basically', 'year', 'year', 'difference', 'year_premium', 'high', 'year_premium', 'benefit', 'similar', 'contact', 'policy', 'premium', 'benefit', 'sorry', 'company', 'service', 'genuine', 'perfect', 'depend', 'term', 'condition', 'company', 'policy', 'maintain', 'everybody', 'discount', 'premium', 'policy', 'check', 'contact', 'asians', 'rhdfc', 'contact', 'agent', 'want', 'arrange', 'callback', 'want', 'process', 'thing', 'policy', 'willing', 'offer', 'discount', 'premium']"

1102149543,"Welcome to HDFC Life Insurance? How can I help you?
Uh I wanted to enroll for your uh protect health plan uh for uh. I think plan option E or something.
Okey Mann May, I know your name and mobile number please.
It's two photo.
424.
So.
Let me tell you the benefit covered in EE&F plan as you have said. So the Y plan would cover the surgical benefit trust the critical illness benefit and the F would cover the daily hospital cash benefit plus the critical illness benefit is that what you're looking for.
I want EI don't want to ask.
OK sure man.
So.
Would you like to enroll it right now or would you like to have an agent come to your place?
How long would it take if I do it right now uh it would get activated within us a one or one two working days, ma'am, but uh if you are asking for an agent, though it would take at least a week.
Activation taking process of documenting Yum that thought so if if you're a doing it in rolling it right now on the call. So it would take around 1:00 to 2:00, working days to completely to to complete the process.
OK then just us and the agent but I I will give him my document.
OK, I'm sure so I'll set up a meeting with my agent and he'll come to your place to collect the documents and explain you the terms and conditions.","['welcome', 'life', 'insurance', 'help', 'want', 'enroll', 'protect', 'health', 'plan', 'think', 'plan', 'option', 'okey', 'mann', 'know', 'mobile', 'number', 'photo', 'benefit', 'cover', 'plan', 'plan', 'cover', 'surgical', 'benefit', 'trust', 'critical_illness', 'benefit', 'cover', 'daily', 'hospital', 'cash', 'benefit', 'plus', 'critical_illness', 'benefit', 'look', 'want', 'want', 'enroll', 'right', 'agent', 'come', 'place', 'long', 'right', 'activate', 'work_day', 'agent', 'week', 'activation', 'process', 'document', 'think', 'roll', 'right', 'work_day', 'completely', 'complete', 'process', 'agent', 'document', 'meeting', 'agent', 'come', 'place', 'collect', 'document', 'explain', 'term', 'condition']"

1110578904,"Good afternoon welcome to HDFC Life Insurance? How can I help you?
Emily I had my policy number is 452 AF.
OK. May I know your concern, please.
Yeah, I see I had asked for I claimed a amount with your cancer care plan insurance and uh. This is ridiculous. I think I'd raised claim on I think a week before you can check that out, and I still not got anything and this, I see. I see a bank is providing me such good offers and there's such so fast? What is wrong with you guys?
Uh let me check mom. Let me check on my system. What is the problem I can help you with if I can help you with that? Yeah.
Uh yeah, mam as I can see on my system. You have you have claimed the the amount for your insurance, but uh due to some reasons uh? It has not been yet processed.
Uh.
I look into the matter and uh you will get your claim within a 2 or 3 working days.
You're short because this is really important. You understand if I'm enrolling for cancer care plan how important it is.
Yeah, mom, I completely understand uh. I do enjoy you that I look into the matter myself and uh try to close this matter as soon as possible.
Find.
Is there anything else man?","['good', 'welcome', 'life', 'insurance', 'help', 'emily', 'policy', 'number', 'know', 'concern', 'claim', 'cancer_care', 'plan', 'insurance', 'ridiculous', 'think', 'raise', 'claim', 'think', 'week', 'check', 'bank', 'provide', 'good', 'offer', 'fast', 'wrong', 'let_check', 'let_check', 'problem', 'help', 'help', 'claim', 'insurance', 'reason', 'process', 'look', 'matter', 'claim', 'working', 'short', 'important', 'understand', 'enrol', 'cancer_care', 'plan', 'important', 'completely', 'understand', 'enjoy', 'look', 'matter', 'close', 'matter', 'soon', 'possible']"

1124044940,"Good afternoon welcome to HDFC insurance? How can I help you?
See I had called before I think a week back and I had a problem that you know all my premium payments are on time and I'm still getting emails and SMS is you know you know that they were. You my insurance will lapse because my premium is not paid and you guys are told me that uh. It just takes 12 hours for the system to get but you guys. I don't think I don't is your 12 hours still not done.
I'm sorry for the trouble man, but may I know your name and policy number, please.
Yes, my name is Kayan my policy number is 85762.
Uh show mom, please kindly give me a minute.
Uh OK, ma'am, um as I can see on the system. Uh you, you're a premium has been.
Bed but uh for some reason uh it's not getting updated on our system.
Uh so let me take a look around it and uh. I'll try to solve it as so as soon as possible.
I don't think so, it's just escalate this call and I want your supervisor to call me back and this is not done. I'm ready so pressing up by my mails are filled with your email.
Uh I'm sorry, ma'am, uh that uh. I'll uh I'll ask my supervisor to look into the matter and close it as soon as possible.","['good', 'welcome', 'insurance', 'help', 'think', 'week', 'problem', 'know', 'premium', 'payment', 'time', 'email', 'know', 'know', 'insurance', 'lapse', 'premium', 'hour', 'think', 'hour', 'sorry', 'trouble', 'know', 'policy_number', 'kayan', 'policy_number', 'kindly', 'minute', 'premium', 'reason', 'update', 'look', 'solve', 'soon', 'possible', 'think', 'escalate', 'want', 'supervisor', 'ready', 'press', 'mail', 'email', 'sorry', 'supervisor', 'look', 'matter', 'close', 'soon', 'possible']"

1164948814,"Oh hello this is Angel from HEF see how may I help you.
Hello this is David Uh, so me and my wife have taken a term policy of 60 years and uh. It's been over 25 years. Suddenly I got a notification, saying that my premium is increased.
Oh, sorry Sir sorry for that uh which plan, you have taken the weather. It is a 24 year plan or 65 years plan.
No, it's the 65 year plan.
OK uh what's the agent through you have register.
The agent is John.
OK, we will check that Oh how much the premium amount. They were got increased for you.
The premium amount increased by ₹10,000.
Oh actually that agent should be take care of this work. It will process it. Can you tell me your policy number and your name for the confirmation?
Uh yeah, you my policy number is uh 10923.
Add my name is Alex.
OK uh sorry Sir actually I I I don't have a right to a change the weather. You have a separate agent. I don't have any right to. For now, he's not here. He got resent I don't help you on this anymore.
So what if he's not there will you charge me more on the premium? What is this?
Sorry for the trouble Sir, you can write a email for us. Uh they maybe they will give you any changes or something they will give any suggestions for now, I can't help you on this sorry Sir.
What do I need to do to whom do I need to write the?","['hello', 'angel', 'help', 'hello', 'david', 'wife', 'term', 'policy', 'year', 'year', 'suddenly', 'notification', 'premium', 'increase', 'sorry_sir', 'sorry', 'plan', 'weather', 'year_plan', 'year_plan', 'year_plan', 'agent', 'register', 'agent', 'john', 'check', 'premium', 'increase', 'premium', 'increase', 'actually', 'agent', 'care', 'work', 'process', 'policy_number', 'confirmation', 'policy_number', 'sorry_sir', 'actually', 'right', 'change', 'weather', 'separate', 'agent', 'right', 'resent', 'help', 'anymore', 'charge', 'premium', 'sorry', 'trouble', 'write', 'email', 'maybe', 'change', 'suggestion', 'help', 'sorry_sir', 'need', 'need', 'write']"

1166013485,"Good morning, HDFC Life customer care. This is Alex how may I help you today.
This guy I had opted for the pension retirement plan or I had a premium of ₹2000 when I applied for it. But I get a message stating every 3000 could you please help me out?
Yes, your mom, please. Can I have your name and policy number before that.
My name is Sky and my policy number is K2468.
OK man just give me a second.
So as I can see here, um.
In your a pension plan. Uh it says that you have to pay a quarterly a premium of ₹3000 only.
But when taking the policy at 2. It was mentioned that it was $2000 get it resolved. I don't know I'm not paying $3000.
OK mom, but Asper this policy. It is ₹3000, only maybe you opted for a different policy.
How is that possible it is the retirement plan right?
Man, but I cannot help you with this. I think you'll need to get in touch with the agent who got you this.
Then what are you sitting here for?
The only thing I can do for you is I can give you the agents Phone number and maybe he can come back to you and change it.","['good', 'life', 'customer', 'care', 'help', 'today', 'pension', 'retirement_plan', 'premium', 'apply', 'message', 'state', 'help', 'policy_number', 'policy_number', 'second', 'pension', 'plan', 'quarterly', 'premium', 'policy', 'mention', 'resolve', 'know', 'asper', 'policy', 'maybe', 'different', 'policy', 'possible', 'retirement_plan', 'right', 'help', 'think', 'need', 'touch', 'agent', 'thing', 'agent', 'phone', 'number', 'maybe', 'come', 'change']"

1230756464,"Good morning. Welcome to HDFC Life insurance how may I help you today.
Hi good morning. I wanted to know the I wanted to take a health insurance policy. Can you suggest me which one is good and can you uh give a brief description about that health insurance plan?
But 1st may I know your full name and your date of.
Birth please my name is Alexa and my date of birth is 27 July 1994.
Thank you very much, ma'am uh? What kind of health insurance are you looking for Mom. Can I please uh get a brief?
OK, I wanted to take a Hydra DFC Life Easy Health Plan.
OK, so I'll I'll just take a few minutes of yours and explain the features of though, that insurance plan, OK sure so um for HDFC easier plan, ma'am, you'll have a flexibility to pay or single or regular premium based amount on your company convenience you, also have daily hospital cash benefits from 2. Two ₹50 to up to 5000 per day. You also get a surgical benefit of lump sum payout in case of any 138.
Specified with that, you also have a lump sum payout in case of diagnosed with any of the 18 critical illness is specified.
OK, Oh can you tell me the? What is the eligibility criteria for this plan?
Show man.","['welcome', 'life', 'insurance', 'help', 'today', 'want', 'know', 'want', 'health_insurance', 'policy', 'suggest', 'good', 'brief', 'description', 'health_insurance', 'plan', 'know', 'date', 'birth', 'date', 'birth', 'july', 'kind', 'health_insurance', 'look', 'brief', 'want', 'hydra', 'life', 'easy', 'health', 'plan_ok', 'minute', 'explain', 'feature', 'insurance_plan', 'easy', 'plan', 'flexibility', 'single', 'regular', 'premium', 'base', 'company', 'convenience', 'daily', 'hospital', 'cash', 'benefit', 'surgical', 'benefit', 'lump_sum', 'payout', 'case', 'specify', 'lump_sum', 'payout', 'case', 'diagnose', 'critical', 'illness', 'specify', 'eligibility', 'criterion', 'plan']"

1263370672,"Good afternoon.
Hi my name is Ron and I have a young star Super Premium insurance policy. The payment of the term is done and I have claimed the amount but there has been no response from you guys.
I apologize for the inconvenience for verification purposes. May I please have your full name and policy number.
Yeah, my name is Greg and my policy number is F626.
Yes, so uh give me a moment.
I see that the down payment is done. May I know how have you been?
Trying to claim the insurance amount.
